finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,gender,state
4000,Healthcare,Jerzy Starak,75,Poland,Konstancin,Pharmaceuticals,Healthcare,Poland,,True,M,
4000,Energy,Torbjorn Tornqvist,69,Switzerland,Geneva,Oil trading,Energy,Sweden,,True,M,
4000,Metals & Mining,Rufino Vigil Gonzalez,74,Mexico,Mexico City,Steel,Metals & Mining,Mexico,,True,M,
4000,Diversified,Zhang Daocai,73,China,Shaoxing,Valves,Diversified,China,,True,M,
3900,Manufacturing,Juergen Blickle,76,Germany,Bruchsal,Auto parts,Manufacturing,Germany,,False,M,
3900,Food & Beverage,"Austen Cargill, II.",72,United States,Livingston,Cargill,Food & Beverage,United States,,False,M,Montana
3900,Food & Beverage,"James Cargill, II.",73,United States,Birchwood,Cargill,Food & Beverage,United States,,False,M,Wisconsin
3900,Finance & Investments,Vanich Chaiyawan,91,Thailand,Bangkok,"Insurance, beverages",Finance & Investments,Thailand,,True,M,
3900,Finance & Investments,Chen Dongsheng,65,China,Beijing,Insurance,Finance & Investments,China,,True,M,
3900,Automotive,Mong-Koo Chung,85,South Korea,Seoul,Hyundai,Automotive,South Korea,,False,M,
3900,Finance & Investments,Kenneth Dart,67,Cayman Islands,George Town,Investments,Finance & Investments,Belize,,False,M,
3900,Fashion & Retail,Giuseppe De'Longhi & family,83,Italy,Treviso,Coffee makers,Fashion & Retail,Italy,,False,M,
3900,Healthcare,Guenther Fielmann & family,83,Germany,Hamburg,Optometry,Healthcare,Germany,,True,M,
3900,Energy,W. Herbert Hunt,94,United States,Dallas,Oil,Energy,United States,,False,M,Texas
3900,Sports,James Irsay,63,United States,Carmel,Indianapolis Colts,Sports,United States,Indianapolis Colts,False,M,Indiana
3900,Diversified,Somurai Jaruphnit,65,Thailand,Bangkok,Diversified,Diversified,Thailand,,False,F,
3900,Food & Beverage,Marianne Liebmann,69,United States,Bozeman,Cargill,Food & Beverage,United States,,False,F,Montana
3900,Healthcare,Jorge Moll Filho & family,78,Brazil,Rio de Janeiro,Hospitals,Healthcare,Brazil,,True,M,
3900,Diversified,Fernando Roberto Moreira Salles,76,Brazil,Sao Paulo,"Banking, minerals",Diversified,Brazil,,False,M,
3900,Diversified,Pedro Moreira Salles,63,Brazil,Sao Paulo,"Banking, minerals",Diversified,Brazil,,False,M,
3900,Gambling & Casinos,Gabe Newell,60,United States,Seattle,Videogames,Gambling & Casinos,United States,Valve Corporation,True,M,Washington
3900,Fashion & Retail,Alfred Oetker,56,Germany,Bielefeld,Consumer goods,Fashion & Retail,Germany,,False,M,
3900,Fashion & Retail,Carl Ferdinand Oetker,50,Germany,Bielefeld,Consumer goods,Fashion & Retail,Germany,,False,M,
3900,Fashion & Retail,Julia Oetker,44,Germany,Bielefeld,Consumer goods,Fashion & Retail,Germany,,False,F,
3900,Manufacturing,Ruan Hongliang & family,62,China,Jiaxing,Glass,Manufacturing,China,,True,M,
3900,Finance & Investments,Mark Stevens,63,United States,Steamboat Springs,Venture capital,Finance & Investments,United States,,True,M,Colorado
3900,Finance & Investments,Tsai Hong-tu,70,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,,False,M,
3900,Food & Beverage,Nusli Wadia,79,India,Mumbai,Consumer goods,Food & Beverage,India,,False,M,
3900,Healthcare,Wu Yiling,73,China,Shijiazhuang,Pharmaceuticals,Healthcare,China,,True,M,
3900,Manufacturing,Yu Renrong,57,China,Ningbo,Semiconductors,Manufacturing,China,,True,M,
3900,Healthcare,Zhu Baoguo & family,60,China,Shenzhen,Pharmaceuticals,Healthcare,China,,True,M,
3800,Service,Rahul Bhatia,63,India,Delhi,Aviation,Service,India,,False,M,
3800,Construction & Engineering,Francesco Gaetano Caltagirone,80,Italy,Rome,"Cement, diversified",Construction & Engineering,Italy,,True,M,
3800,Media & Entertainment,Barry Diller,81,United States,New York,Online media,Media & Entertainment,United States,,True,M,New York
3800,Finance & Investments,Wesley Edens,61,United States,New York,Investments,Finance & Investments,United States,,True,M,New York
3800,Finance & Investments,Stephen Feinberg,63,United States,New York,Private equity,Finance & Investments,United States,Cerberus Capital Management,True,M,New York
3800,Service,Rakesh Gangwal,69,United States,Miami,Airline,Service,United States,,True,M,Florida
3800,Food & Beverage,Joseph Grendys,61,United States,Chicago,Poultry processing,Food & Beverage,United States,,True,M,Illinois
3800,Media & Entertainment,Martha Ingram & family,87,United States,Nashville,"Book distribution, transportation",Media & Entertainment,United States,"Ingram Industries, Inc.",False,F,Tennessee
3800,Automotive,Li Xiang,41,China,Beijing,Electric vehicles,Automotive,China,,True,M,
3800,Real Estate,"H. Ross Perot, Jr.",64,United States,Dallas,Real estate,Real Estate,United States,,False,M,Texas
3800,Real Estate,Chandru Raheja,82,India,Mumbai,Real estate,Real Estate,India,,False,M,
3800,Energy,Trevor Rees-Jones,71,United States,Dallas,Oil & gas,Energy,United States,,True,M,Texas
3800,Telecom,Yasumitsu Shigeta,58,Japan,Tokyo,Mobile phone retailer,Telecom,Japan,,True,M,
3800,Healthcare,Su Qingcan,54,China,Xiamen,Healthcare,Healthcare,China,,True,M,
3800,Finance & Investments,Tsai Cheng-ta,73,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,,False,M,
3800,Service,Steven Udvar-Hazy,77,United States,Westlake,Aircraft leasing,Service,United States,Air Lease Corp.,True,M,Texas
3800,Manufacturing,Elizabeth Uihlein,77,United States,Lake Forest,Packaging materials,Manufacturing,United States,,True,F,Illinois
3800,Manufacturing,Richard Uihlein,77,United States,Lake Forest,Packaging materials,Manufacturing,United States,,True,M,Illinois
3700,Finance & Investments,Hayes Barnard,51,United States,Austin,Fintech,Finance & Investments,United States,,True,M,Texas
3700,Finance & Investments,William Berkley,76,United States,Coconut Grove,Insurance,Finance & Investments,United States,WR Berkley,True,M,Florida
3700,Real Estate,Charles Cohen,71,United States,New York,Real estate,Real Estate,United States,,False,M,New York
3700,Real Estate,Yakir Gabay,56,United Kingdom,London,Real estate,Real Estate,Cyprus,,True,M,
3700,Technology,Huang Li,59,China,Wuhan,Imaging systems,Technology,China,,True,M,
3700,Logistics,Brad Jacobs,66,United States,Greenwich,Logistics,Logistics,United States,,True,M,Connecticut
3700,Real Estate,Ji Qi,56,China,Shanghai,"Hotels, motels",Real Estate,China,,True,M,
3700,Media & Entertainment,Jason Jiang,50,China,Shanghai,Advertising,Media & Entertainment,Singapore,,True,M,
3700,Technology,Jim Kavanaugh,60,United States,St. Louis,IT provider,Technology,United States,,True,M,Missouri
3700,Real Estate,Richard LeFrak & family,77,United States,New York,Real estate,Real Estate,United States,,False,M,New York
3700,Finance & Investments,Mikhail Lomtadze,47,Kazakhstan,Almaty,Fintech,Finance & Investments,Georgia,,True,M,
3700,Fashion & Retail,Tom Morris,68,United Kingdom,Merseyside,Retail,Fashion & Retail,United Kingdom,,True,M,
3700,Manufacturing,Shigenobu Nagamori,78,Japan,Kyoto,Motors,Manufacturing,Japan,,True,M,
3700,Finance & Investments,Daniel Och,62,United States,Miami Beach,Hedge funds,Finance & Investments,United States,Och-Ziff Capital Management,True,M,Florida
3700,Fashion & Retail,Horst Paulmann & family,88,Chile,Santiago,Retail,Fashion & Retail,Chile,,True,M,
3700,Service,Anthony Pritzker,62,United States,Los Angeles,"Hotels, investments",Service,United States,,False,M,California
3700,Technology,John Sall,75,United States,Cary,Software,Technology,United States,SAS Institute,True,M,North Carolina
3700,Food & Beverage,Howard Schultz,69,United States,Seattle,Starbucks,Food & Beverage,United States,,True,M,Washington
3700,Fashion & Retail,Richard Schulze,82,United States,Naples,Best Buy,Fashion & Retail,United States,Best Buy Co. Inc.,True,M,Florida
3700,Real Estate,Yitzhak Tshuva,74,Israel,Netanya,Real estate,Real Estate,Israel,,True,M,
3700,Manufacturing,Wang Yanqing & family,56,China,Wuxi,Electrical equipment,Manufacturing,China,,True,M,
3600,Diversified,Rajiv Bajaj,56,India,Pune,Diversified,Diversified,India,,False,M,
3600,Diversified,Sanjiv Bajaj,53,India,Pune,Diversified,Diversified,India,,False,M,
3600,Finance & Investments,Leonid Boguslavsky,71,Italy,Florence,Venture capital,Finance & Investments,Canada,,True,M,
3600,Finance & Investments,Jim Coulter,63,United States,San Francisco,Private equity,Finance & Investments,United States,,True,M,California
3600,Automotive,Nicolas D'Ieteren,47,Switzerland,Anzere,"Auto parts, distribution",Automotive,Belgium,,False,M,
3600,Food & Beverage,Beatriz Davila de Santo Domingo,84,Bermuda,,Beer,Food & Beverage,Colombia,,False,F,
3600,Real Estate,Bob Gaglardi,82,Canada,Vancouver,Hotels,Real Estate,Canada,,True,M,
3600,Finance & Investments,Jaime Gilinski Bacal,65,United Kingdom,London,Banking,Finance & Investments,Colombia,,False,M,
3600,Gambling & Casinos,Pansy Ho,60,Hong Kong,Hong Kong,Casinos,Gambling & Casinos,Hong Kong,,False,F,
3600,Finance & Investments,Alan Howard,59,Switzerland,Geneva,Hedge funds,Finance & Investments,United Kingdom,Brevan Howard Asset Management,True,M,
3600,Automotive,Huang Yi,61,China,Beijing,Car dealerships,Automotive,Hong Kong,,True,M,
3600,Finance & Investments,Peter Kellogg,80,United States,Short Hills,Investments,Finance & Investments,United States,,False,M,New Jersey
3600,Finance & Investments,Vyacheslav Kim,53,Kazakhstan,Almaty,Fintech,Finance & Investments,Kazakhstan,,True,M,
3600,Finance & Investments,Josh Kushner,37,United States,New York City,Venture capital,Finance & Investments,United States,Thrive Capital,True,M,New York
3600,Real Estate,Samuel Tak Lee,83,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,False,M,
3600,Real Estate,Edwin Leong,71,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,True,M,
3600,Finance & Investments,"Stephen Mandel, Jr.",67,United States,Greenwich,Hedge funds,Finance & Investments,United States,Lone Pine Capital,True,M,Connecticut
3600,Diversified,Mohamed Mansour,75,United Kingdom,London,Diversified,Diversified,Egypt,,True,M,
3600,Fashion & Retail,Masahiro Miki,67,Japan,Tokyo,Shoes,Fashion & Retail,Japan,,True,M,
3600,Technology,Masahiro Noda,84,Japan,Tokyo,Software,Technology,Japan,,True,M,
3600,Technology,Cliff Obrecht,37,Australia,Sydney,Software,Technology,Australia,,True,M,
3600,Technology,Melanie Perkins,35,Australia,Sydney,Software,Technology,Australia,Canva,True,F,
3600,Finance & Investments,J.B. Pritzker,58,United States,Springfield,"Hotels, investments",Finance & Investments,United States,,False,M,Illinois
3600,Fashion & Retail,Juan Roig,73,Spain,Valencia,Supermarkets,Fashion & Retail,Spain,,False,M,
3600,Real Estate,Jerry Speyer & family,82,United States,New York,Real estate,Real Estate,United States,,True,M,New York
3600,Fashion & Retail,Lawrence Stroll,63,Switzerland,Geneva,Fashion investments,Fashion & Retail,Canada,,True,M,
3600,Logistics,Tung Chee Chen,80,Hong Kong,Hong Kong,Shipping,Logistics,Hong Kong,,False,M,
3600,Food & Beverage,Wang Junlin,60,China,Chengdu,Liquor,Food & Beverage,China,,True,M,
3600,Automotive,Xia Zuoquan,61,China,Shenzhen,"Automobiles, batteries",Automotive,China,,True,M,
3600,Technology,Zeng Fangqin,57,China,Shenzhen,Smartphone components,Technology,China,,True,F,
3600,Manufacturing,Zhang Jian,54,China,Tianjin,"Electric bikes, scooters",Manufacturing,China,,True,M,
3500,Fashion & Retail,Rocco Basilico,33,United States,Los Angeles,Eyeglasses,Fashion & Retail,Italy,,False,M,California
3500,Healthcare,Maurizio Billi,65,Brazil,Sao Paulo,Generic drugs,Healthcare,Brazil,,False,M,
3500,Finance & Investments,Fashu Chen,62,China,Fuzhou,Investments,Finance & Investments,China,,True,M,
3500,Manufacturing,Giuseppe Crippa & family,87,Italy,Cernusco Lombardone,Microchip testing,Manufacturing,Italy,,True,M,
3500,Finance & Investments,Daniel D'Aniello,76,United States,Vienna,Private equity,Finance & Investments,United States,,True,M,Virginia
3500,Fashion & Retail,Claudio Del Vecchio,66,United States,Muttontown,Eyeglasses,Fashion & Retail,Italy,,False,M,New York
3500,Fashion & Retail,Clemente Del Vecchio,18,Italy,Milan,Eyeglases,Fashion & Retail,Italy,,False,M,
3500,Fashion & Retail,Leonardo Maria Del Vecchio,27,Italy,Milan,Eyeglasses,Fashion & Retail,Italy,,False,M,
3500,Fashion & Retail,Luca Del Vecchio,21,Italy,Milan,Eyeglasses,Fashion & Retail,Italy,,False,M,
3500,Fashion & Retail,Marisa Del Vecchio,64,Italy,Rome,Eyeglasses,Fashion & Retail,Italy,,False,F,
3500,Fashion & Retail,Paola Del Vecchio,61,Luxembourg,Luxembourg,Eyeglasses,Fashion & Retail,Italy,,False,F,
3500,Finance & Investments,Walter P.J. Droege,70,Germany,Dusseldorf,Investing,Finance & Investments,Germany,,True,M,
3500,Fashion & Retail,Fan Daidi,57,China,Xian,Skincare,Fashion & Retail,China,,True,F,
3500,Technology,Peter Gassner,58,United States,Pleasanton,Software,Technology,United States,,True,M,California
3500,Energy,Mikhail Gutseriev,65,Russia,Moscow,"Oil, coal, real estate",Energy,Russia,,True,M,
3500,Manufacturing,Patrick Lee,81,Hong Kong,Hong Kong,Paper,Manufacturing,Hong Kong,,True,M,
3500,Food & Beverage,Leng Youbin,54,China,Beijing,Infant formula,Food & Beverage,China,,True,M,
3500,Finance & Investments,Daniel Loeb,61,United States,New York,Hedge funds,Finance & Investments,United States,Third Point,True,M,New York
3500,Food & Beverage,Margarita Louis-Dreyfus & family,60,Switzerland,Davos,Commodities,Food & Beverage,Switzerland,Louis Dreyfus SAS,False,F,
3500,Healthcare,Prasert Prasarttong-Osoth,90,Thailand,Bangkok,Hospitals,Healthcare,Thailand,,True,M,
3500,Finance & Investments,Ira Rennert,88,United States,New York,Investments,Finance & Investments,United States,,True,M,New York
3500,Fashion & Retail,Dirk Rossmann & family,76,Germany,Lower-Saxony,Drugstores,Fashion & Retail,Germany,,True,M,
3500,Construction & Engineering,Arkady Rotenberg,71,Russia,Moscow,"Construction, pipes, banking",Construction & Engineering,Russia,,True,M,
3500,Fashion & Retail,Remo Ruffini,61,Italy,Como,Winter jackets,Fashion & Retail,Italy,,True,M,
3500,Healthcare,Karin Sartorius-Herbst,65,Germany,Northeim,Biopharmaceuticals,Healthcare,Germany,,False,F,
3500,Automotive,Vivek Chaand Sehgal,66,India,Delhi,Auto parts,Automotive,Australia,,True,M,
3500,Finance & Investments,Scott Shleifer,45,United States,New York,Private equity,Finance & Investments,United States,Tiger Global Management,True,M,New York
3500,Technology,Thomas Siebel,70,United States,Woodside,Business software,Technology,United States,,True,M,California
3500,Manufacturing,Wim van der Leegte & family,75,Netherlands,Eindhoven,Manufacturing,Manufacturing,Netherlands,,False,M,
3500,Diversified,Xiao Yongming & family,58,China,Beijing,Fertilizer,Diversified,China,,True,M,
3500,Technology,Michael Xie,54,United States,Los Altos Hills,Cybersecurity,Technology,United States,,True,M,California
3500,Logistics,Yang Shaopeng,65,China,Qingdao,Shipping,Logistics,China,,True,M,
3500,Fashion & Retail,Nicoletta Zampillo,65,Monaco,Monaco,Eyeglasses,Fashion & Retail,Italy,,False,F,
3500,Manufacturing,Barry Zekelman,56,Canada,Windsor,Steel,Manufacturing,Canada,,False,M,
3400,Finance & Investments,William Ackman,56,United States,New York,Hedge funds,Finance & Investments,United States,"Pershing Square Capital Management, L.P.",True,M,New York
3400,Energy,Somphote Ahunai,55,Thailand,Bangkok,Renewable energy,Energy,Thailand,,True,M,
3400,Metals & Mining,Igor Altushkin,52,Russia,Yekaterinburg,Metals,Metals & Mining,Russia,,True,M,
3400,Food & Beverage,Ramon Ang,69,Philippines,Manila,Diversified,Food & Beverage,Philippines,,True,M,
3400,Food & Beverage,Acharya Balkrishna,50,India,Haridwar,Consumer goods,Food & Beverage,India,,True,M,
3400,Manufacturing,Markus Blocher,52,Switzerland,Wilen bei Wollerau,Chemicals,Manufacturing,Switzerland,,False,M,
3400,Diversified,Richard Branson,72,British Virgin Islands,Necker Island,Virgin,Diversified,United Kingdom,,True,M,
3400,Finance & Investments,Cho Jung-ho,64,South Korea,Seoul,Finance,Finance & Investments,South Korea,Meritz Financial Group,False,M,
3400,Food & Beverage,Alessandra Garavoglia,63,Italy,Milan,Spirits,Food & Beverage,Italy,,False,F,
3400,Fashion & Retail,Laurence Graff & family,84,Switzerland,Gstaad,Diamond jewelry,Fashion & Retail,United Kingdom,,True,M,
3400,Media & Entertainment,"Amos Hostetter, Jr.",86,United States,Boston,Cable television,Media & Entertainment,United States,Pilot House Associates,True,M,Massachusetts
3400,Sports,Robert Johnson,75,United States,Palm Beach,"Johnson & Johnson, sports",Sports,United States,,False,M,Florida
3400,Finance & Investments,Steven Klinsky,66,United States,New York,Investments,Finance & Investments,United States,New Mountain Capital,True,M,New York
3400,Fashion & Retail,William Lauder,62,United States,New York,Estee Lauder,Fashion & Retail,United States,,False,M,New York
3400,Food & Beverage,John Middleton,68,United States,Bryn Mawr,Tobacco,Food & Beverage,United States,,False,M,Pennsylvania
