finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,gender,state
1600,Food & Beverage,Andres Santo Domingo,44,United States,New York,Beer,Food & Beverage,United States,,False,M,New York
1600,Food & Beverage,Sathien Sathientham,68,Thailand,Bangkok,energy drinks,Food & Beverage,Thailand,,True,M,
1600,Manufacturing,Shang Xiaobo & family,49,China,Hefei,Manufacturing,Manufacturing,China,,True,M,
1600,Food & Beverage,Yuri Shefler,55,Switzerland,Geneva,Alcohol,Food & Beverage,Russia,,True,M,
1600,Metals & Mining,Evgeny (Eugene) Shvidler,59,United Kingdom,London,"Metals, investments",Metals & Mining,United States,,True,M,
1600,Technology,Ryan Smith,44,United States,Provo,Cloud computing,Technology,United States,Qualtrics,True,M,Utah
1600,Diversified,Zakhar Smushkin,61,Russia,Saint Petersburg,"Pulp and paper, diversified",Diversified,Russia,,True,M,
1600,Service,Peter Sperling,63,United States,Phoenix,Education,Service,United States,,False,M,Arizona
1600,Diversified,Laurie Tisch,72,United States,New York,"Insurance, NFL team",Diversified,United States,,False,F,New York
1600,Diversified,Steven Tisch,74,United States,Beverly Hills,Insurance,Diversified,United States,,False,M,California
1600,Manufacturing,Michael Tojner,57,Austria,Vienna,"Batteries, investments",Manufacturing,Austria,,True,M,
1600,Healthcare,August Troendle,67,United States,Cincinnati,Pharmaceutical services,Healthcare,United States,,True,M,Ohio
1600,Manufacturing,Tseng Sing-ai,65,Taiwan,,Petrochemicals,Manufacturing,Taiwan,,False,F,
1600,Technology,Sekar Vembu,51,India,Chennai,Business software,Technology,India,,True,M,
1600,Energy,Chris Wallin,70,Australia,Brisbane,Mining,Energy,Australia,,True,M,
1600,Media & Entertainment,Wang Changtian,57,China,Beijing,"TV, movie production",Media & Entertainment,China,,True,M,
1600,Media & Entertainment,Ning Wang & family,36,China,Beijing,Toys,Media & Entertainment,China,,True,M,
1600,Technology,Scott Watterson,67,United States,Logan,Fitness equipment,Technology,United States,,True,M,Utah
1600,Energy,Dan Wilks,66,United States,Cisco,Natural gas,Energy,United States,,True,M,Texas
1600,Fashion & Retail,Alan Wilson,82,Australia,Melbourne,Retailing,Fashion & Retail,Australia,,False,M,
1600,Fashion & Retail,Bruce Wilson,76,Australia,Melbourne,Retailing,Fashion & Retail,Australia,,False,M,
1600,Fashion & Retail,John Wilson,85,Australia,Melbourne,Retailing,Fashion & Retail,Australia,,False,M,
1600,Technology,Anthony Wood,57,United States,Palo Alto,Roku,Technology,United States,,True,M,California
1600,Manufacturing,Wu Ying,58,China,Xianyang,Materials,Manufacturing,China,,True,M,
1600,Healthcare,Wu Yulan,53,China,Lianyungang,Pharmaceuticals,Healthcare,China,,True,F,
1600,Technology,Zhongyi Wu,49,China,Xiamen,electronics,Technology,China,,True,M,
1600,Manufacturing,Xiang Guangming & family,59,China,Wenzhou,Waste disposal,Manufacturing,China,,True,M,
1600,Technology,Xue Xiangdong & family,64,China,Beijing,Software,Technology,China,,True,M,
1600,Healthcare,George Yancopoulos,63,United States,Yorktown Heights,Pharmaceuticals,Healthcare,United States,,True,M,New York
1600,Technology,Steven Meng Yang & family,40,China,Changsha,Electronics,Technology,China,,True,M,
1600,Automotive,Ye Fan & family,52,China,Dongguan,Auto dealerships,Automotive,China,,True,M,
1600,Diversified,Yi Dasheng,62,China,Changsha,Conglomerate,Diversified,China,,True,M,
1600,Manufacturing,Yu Lili,55,China,Changsha,Electronic components,Manufacturing,China,,True,F,
1600,Technology,Zeng Kaitian,48,China,Shanghai,Online games,Technology,China,,True,M,
1600,Metals & Mining,Zhang Xuexin & family,75,China,Liaocheng,Aluminum,Metals & Mining,China,,True,M,
1600,Food & Beverage,Yubai Zhang,58,China,Suqian,Wine,Food & Beverage,China,,True,M,
1600,Gambling & Casinos,Fredrik Österberg,52,Sweden,Stockholm,Gambling products,Gambling & Casinos,Sweden,,True,M,
1500,Food & Beverage,Shiv Kishan Agrawal,82,India,Nagpur,Snacks,Food & Beverage,India,,False,M,
1500,Diversified,Aziz Akhannouch & family,62,Morocco,Casablanca,"Petroleum, diversified",Diversified,Morocco,,False,M,
1500,Diversified,Hamdi Akin & family,68,Turkey,Istanbul,Diversified,Diversified,Turkey,,True,M,
1500,Manufacturing,Nerio Alessandri,61,Italy,Cesena,Gym equipment,Manufacturing,Italy,,True,M,
1500,Diversified,Alexandra Andresen,26,Norway,Oslo,Investments,Diversified,Norway,,False,F,
1500,Diversified,Katharina Andresen,27,Norway,Oslo,Investments,Diversified,Norway,,False,F,
1500,Diversified,Patricia Angelini Rossi,68,Chile,Santiago,"Forestry, mining",Diversified,Chile,,False,F,
1500,Healthcare,Mori Arkin,70,Israel,Herzliya Pituach,Pharmaceuticals,Healthcare,Israel,,True,M,
1500,Fashion & Retail,Barbara Benetton,53,Italy,Campodoro,"Fashion retail, investments",Fashion & Retail,Italy,,False,F,
1500,Metals & Mining,Angela Bennett,79,Australia,Perth,Mining,Metals & Mining,Australia,,False,F,
1500,Diversified,Zadik Bino & family,79,Israel,Tel Aviv,"Banking, oil",Diversified,Israel,,True,M,
1500,Fashion & Retail,Paolo Bulgari,85,Italy,Rome,Luxury goods,Fashion & Retail,Italy,,False,M,
1500,Food & Beverage,Saket Burman,46,United Arab Emirates,Dubai,Consumer goods,Food & Beverage,United Kingdom,,False,M,
1500,Diversified,Ahmet Calik,65,Turkey,Istanbul,"Energy, banking, construction",Diversified,Turkey,,True,M,
1500,Technology,Safra Catz,61,United States,Redwood City,Software,Technology,United States,Oracle,True,F,California
1500,Logistics,Chang Kuo-Hua,68,Taiwan,Taipei,"Shipping, airlines",Logistics,Taiwan,,False,M,
1500,Manufacturing,Chu Jian,60,China,Hangzhou,Manufacturing,Manufacturing,China,,True,M,
1500,Diversified,Sandor Csanyi,70,Hungary,Budapest,"Finance, real estate",Diversified,Hungary,,True,M,
1500,Finance & Investments,Ana Lucia de Mattos Barretto Villela,49,Brazil,Sao Paulo,Banking,Finance & Investments,Brazil,,False,F,
1500,Manufacturing,Federico De Nora,55,Italy,Milan,Electrodes,Manufacturing,Italy,,False,M,
1500,Technology,Bharat Desai,70,United States,Fisher Island,IT consulting,Technology,United States,Syntel,True,M,Florida
1500,Diversified,Mohammed Dewji,47,Tanzania,Dar es Salaam,Diversified,Diversified,Tanzania,,False,M,
1500,Finance & Investments,Egon Durban,49,United States,Atherton,Private equity,Finance & Investments,United States,,True,M,California
1500,Manufacturing,Fu Mingkang & family,60,China,Ningbo,Manufacturing,Manufacturing,China,,True,M,
1500,Media & Entertainment,Alan Gerry,94,United States,Liberty,Cable television,Media & Entertainment,United States,,True,M,New York
1500,Fashion & Retail,Philippe Ginestet & family,69,France,Pujols,Retail stores,Fashion & Retail,France,,True,M,
1500,Logistics,G. Gnanalingam,78,Malaysia,Kuala Lumpur,Ports,Logistics,Malaysia,,True,M,
1500,Fashion & Retail,Esther Grether,87,Switzerland,Basel,Art collection,Fashion & Retail,Switzerland,,False,F,
1500,Manufacturing,Wei Gu,58,China,Shenzhen,Consumer electronics,Manufacturing,China,,True,M,
1500,Technology,Patrick Hanrahan,67,United States,Portola Valley,Software,Technology,United States,,True,M,California
1500,Finance & Investments,Kenneth Hao,54,United States,Hillsborough,Private equity,Finance & Investments,United States,,True,M,California
1500,Finance & Investments,Jaroslav Hascak & family,53,Slovakia,Bratislava,Investments,Finance & Investments,Slovakia,,True,M,
1500,Manufacturing,He Zhenggang,69,China,Leshan,Chemicals,Manufacturing,China,,True,M,
1500,Real Estate,Niranjan Hiranandani,73,India,Mumbai,Real estate,Real Estate,India,,True,M,
1500,Finance & Investments,Ho Hung Anh,52,Vietnam,Hanoi,"Consumer products, banking",Finance & Investments,Vietnam,,True,M,
1500,Technology,Archie Hwang,70,Taiwan,Taipei,Semiconductors,Technology,Taiwan,,True,M,
1500,Media & Entertainment,Peter Jackson,61,New Zealand,Wellington,"Movies, digital effects",Media & Entertainment,New Zealand,Film,True,M,
1500,Finance & Investments,Stephen Jarislowsky,97,Canada,Montreal,Money management,Finance & Investments,Canada,Jarislowsky & Fraser,True,M,
1500,Healthcare,Rajeev Juneja,57,India,Delhi,Phamaceuticals,Healthcare,India,,True,M,
1500,Healthcare,Ramesh Juneja,67,India,Delhi,Pharmaceuticals,Healthcare,India,,True,M,
1500,Diversified,Ke Xiping & family,62,China,Xiamen,Investments,Diversified,China,,True,M,
1500,Diversified,Kim Jun-ki,78,South Korea,Seoul,Diversified,Diversified,South Korea,Dongbu Insurance Co. Ltd.,True,M,
1500,Fashion & Retail,Sidney Kimmel,95,United States,New York,Retail,Fashion & Retail,United States,,True,M,New York
1500,Food & Beverage,Jim Koch,73,United States,Newton,Beer,Food & Beverage,United States,,True,M,Massachusetts
1500,Real Estate,Raj Kumar,68,Singapore,Singapore,"Real estate, hotels",Real Estate,Singapore,,True,M,
1500,Diversified,Spiro Latsis & family,76,Switzerland,Geneva,"Banking, shipping",Diversified,Greece,,False,M,
1500,Manufacturing,Peter Leibinger,56,Germany,Schwieberdingen,Machine tools,Manufacturing,Germany,,False,M,
1500,Manufacturing,Regine Leibinger,60,Germany,Berlin,Machine tools,Manufacturing,Germany,,False,F,
1500,Manufacturing,Nicola Leibinger-Kammueller,63,Germany,Berlin,Manufacturing,Manufacturing,Germany,,False,F,
1500,Manufacturing,Li Jianli,50,China,Shenzhen,Lithium-ion battery cap,Manufacturing,China,,True,M,
1500,Manufacturing,Li Jiaquan,59,China,Chengdu,Chemicals,Manufacturing,China,,True,M,
1500,Fashion & Retail,Li Rucheng,71,China,Ningbo,Apparel,Fashion & Retail,China,,True,M,
1500,Manufacturing,Li Shui-po,66,China,Kunshan,Stainless steel products,Manufacturing,Taiwan,,True,M,
1500,Technology,Scott Lin,90,Taiwan,Taichung,Optical components,Technology,Taiwan,,True,M,
1500,Manufacturing,Liu Xiucai & family,66,China,Shanghai,Chemicals,Manufacturing,United States,,True,M,
1500,Automotive,Lu Zhongfang,80,China,Tonghua,Education,Automotive,China,,True,F,
1500,Logistics,Lu Zongjun,59,China,Shanghai,Logistics,Logistics,China,,True,M,
1500,Diversified,Youssef Mansour,77,Egypt,Cairo,Diversified,Diversified,Egypt,,True,M,
1500,Real Estate,Bruce Mathieson,79,Australia,Gold Coast,Hotels,Real Estate,Australia,,True,M,
1500,Diversified,Romano Minozzi,88,Italy,Spilamberto,"Utilities, diversified",Diversified,Italy,,True,M,
1500,Finance & Investments,Greg Mondre,48,United States,New York,Private equity,Finance & Investments,United States,,True,M,New York
1500,Fashion & Retail,Mario Moretti Polegato & family,70,Italy,Crocetta del Montello,Shoes,Fashion & Retail,Italy,,True,M,
1500,Service,Robert Mouawad,78,Bahrain,Manama,Fine jewelry,Service,Lebanon,,False,M,
1500,Logistics,Jerry Moyes & family,79,United States,Tolleson,Transportation,Logistics,United States,,True,M,Arizona
1500,Technology,John Ocampo,63,United States,Los Altos,Semiconductors,Technology,United States,,True,M,California
1500,Diversified,Stefan Olsson,74,United Kingdom,London,Diversified,Diversified,Sweden,,False,M,
1500,Energy,Rubens Ometto Silveira Mello,73,Brazil,Sao Paulo,"Sugar, ethanol",Energy,Brazil,,False,M,
1500,Finance & Investments,Anne Marie See Pastor,65,,,Finance,Finance & Investments,Peru,,False,F,
1500,Finance & Investments,George Pastor,65,,,Finance,Finance & Investments,Peru,,False,M,
1500,Finance & Investments,Nelson Peltz,80,United States,Bedford,Investments,Finance & Investments,United States,Trian Fund Management,True,M,New York
1500,Construction & Engineering,David Penaloza Alanis,49,Mexico,Mexico City,Toll roads,Construction & Engineering,Mexico,,False,M,
1500,Fashion & Retail,Karl-Johan Persson,48,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,,False,M,
1500,Food & Beverage,Mike Repole,55,United States,Windermere,Sports drink,Food & Beverage,United States,,True,M,Florida
1500,Food & Beverage,Duke Reyes,66,United States,Palm Beach,Beer distribution,Food & Beverage,United States,,False,M,Florida
1500,Real Estate,Kishin RK,39,Singapore,Singapore,"Real estate, hotels",Real Estate,Singapore,,False,M,
1500,Finance & Investments,Carlos Rodriguez-Pastor,63,Peru,Lima,Finance,Finance & Investments,Peru,,False,M,
1500,Finance & Investments,Christopher Rokos,52,United Kingdom,London,Hedge fund,Finance & Investments,United Kingdom,Rokos Capital Management,True,M,
1500,Service,John Ruiz,56,United States,Coral Gables,Healthcare services,Service,United States,,True,M,Florida
1500,Technology,Sheryl Sandberg,53,United States,Menlo Park,Facebook,Technology,United States,Meta Platforms,True,F,California
1500,Automotive,Amnon Shashua,62,Israel,Kfar Shmaryahu,Automotive technology,Automotive,Israel,,True,M,
1500,Media & Entertainment,Ben Silbermann,40,United States,San Francisco,Social media,Media & Entertainment,United States,Pinterest,True,M,California
1500,Fashion & Retail,Ron Sim,64,Singapore,Singapore,retail,Fashion & Retail,Singapore,,True,M,
1500,Finance & Investments,Leonid Simanovsky,73,Russia,Moscow,Investments,Finance & Investments,Russia,,True,M,
1500,Healthcare,Basudeo Singh,82,India,Mumbai,Pharmaceuticals,Healthcare,India,,True,M,
1500,Technology,Frank Slootman,64,United States,Pleasanton,Software,Technology,United States,,True,M,California
1500,Real Estate,Terry Snow,79,Australia,Canberra,"Airports, real estate",Real Estate,Australia,,True,M,
1500,Real Estate,Axel Stawski,72,United States,Sagaponack,Real estate,Real Estate,United States,,True,M,New York
1500,Finance & Investments,Thomas Steyer,65,United States,San Francisco,Hedge funds,Finance & Investments,United States,,True,M,California
1500,Fashion & Retail,Sergei Studennikov & family,56,Russia,Moscow,"Liquor stores, supermarkets",Fashion & Retail,Russia,,True,M,
1500,Real Estate,Su Suyu & family,74,China,Shantou,"Utilities, real estate",Real Estate,China,,True,F,
1500,Technology,Kevin Systrom,39,United States,San Francisco,Instagram,Technology,United States,Instagram,True,M,California
1500,Food & Beverage,Tan Lili,65,China,Guangzhou,Feed,Food & Beverage,China,,True,F,
1500,Food & Beverage,Tang Binsen,40,China,Beijing,Beverages,Food & Beverage,China,,True,M,
1500,Technology,Tang Rui,65,China,Shanghai,Semiconductors,Technology,China,,True,M,
1500,Manufacturing,Prachak Tangkaravakoon,79,Thailand,Bangkok,Paints,Manufacturing,Thailand,,True,M,
1500,Healthcare,Jeff Tangney,50,United States,Palo Alto,Healthcare IT,Healthcare,United States,Doximity,True,M,California
1500,Fashion & Retail,Yuequn Tao,63,China,Hefei,Contact Lens,Fashion & Retail,China,,True,M,
1500,Telecom,David Teoh,67,Australia,Sydney,Telecom,Telecom,Australia,,True,M,
1500,Manufacturing,Carmen Thyssen,79,Andorra,,"Investments, art",Manufacturing,Spain,,False,F,
1500,Automotive,Tran Ba Duong & family,63,Vietnam,Ho Chi Minh City,Automotive,Automotive,Vietnam,,True,M,
1500,Telecom,Kenny Troutt,75,United States,Dallas,Telecom,Telecom,United States,,True,M,Texas
1500,Gambling & Casinos,Jens von Bahr,52,Sweden,Stockholm,Gambling products,Gambling & Casinos,Sweden,,True,M,
1500,Healthcare,Wang Junmin,54,China,Chengdu,Pharmaceuticals,Healthcare,China,,True,M,
1500,Healthcare,Weng Xianding,61,China,Shenzhen,Medical devices,Healthcare,China,,True,M,
1500,Energy,Farris Wilks,71,United States,Cisco,Natural gas,Energy,United States,,True,M,Texas
1500,Real Estate,Gordon Wu,87,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,True,M,
1500,Technology,Xiong Wu,47,China,Shenzhen,Software,Technology,China,,True,M,
1500,Media & Entertainment,Xu Zhenhua,65,China,Shanghai,Online games,Media & Entertainment,China,,True,M,
1500,Technology,Xu Zhihan,50,China,Wuxi,Electronics,Technology,China,,True,M,
1500,Food & Beverage,Tingdong Yang,62,China,Suqian,Brewery,Food & Beverage,China,,True,M,
1500,Service,Michael Minhong Yu,61,China,Beijing,Education,Service,China,,True,M,
1500,Media & Entertainment,Justin Yuan,65,China,Shanghai,Online games,Media & Entertainment,China,,True,M,
1500,Service,Zhang Bangxin,43,China,Beijing,Education,Service,China,,True,M,
1500,Energy,Zhang Hong,65,China,Hangzhou,Solar,Energy,China,,True,F,
1500,Fashion & Retail,Zhou Zongwen & family,66,China,Shenzhen,Jewelry,Fashion & Retail,China,,True,M,
1400,Diversified,Antti Aarnio-Wihuri,83,Finland,Helsinki,Diversified,Diversified,Finland,,False,M,
1400,Finance & Investments,Alberto Alcocer,80,Spain,Madrid,Investments,Finance & Investments,Spain,,True,M,
1400,Fashion & Retail,Nigel Austin,52,Australia,Melbourne,Retail,Fashion & Retail,Australia,,True,M,
1400,Technology,Binny Bansal,40,Singapore,Singapore,Flipkart,Technology,India,,True,M,
1400,Healthcare,Girdhari Lal Bawri,75,India,Mumbai,Pharmaceuticals,Healthcare,India,,True,M,
1400,Diversified,John Bloor,79,United Kingdom,Aberdyfi,"Real estate, manufacturing",Diversified,United Kingdom,,True,M,
1400,Energy,Vladimir Bogdanov,71,Russia,Surgut,Oil,Energy,Russia,,True,M,
1400,Food & Beverage,Amit Burman,53,India,Delhi,Consumer goods,Food & Beverage,India,,False,M,
1400,Metals & Mining,Cai Jianyong,52,China,Ningbo,Nickel,Metals & Mining,China,,True,M,
1400,Technology,Steve Case,64,United States,McLean,AOL,Technology,United States,,True,M,Virginia
1400,Technology,Chen Wenyuan & family,55,China,Suzhou,Testing equipment,Technology,China,,True,M,
1400,Real Estate,Chua Thian Poh,74,Singapore,Singapore,Real estate,Real Estate,Singapore,,True,M,
1400,Finance & Investments,Sasson Dayan & family,83,Brazil,Sao Paulo,Banking,Finance & Investments,Brazil,,True,M,
1400,Metals & Mining,Chris Ellison,65,Australia,Perth,Mining,Metals & Mining,Australia,,True,M,
1400,Manufacturing,John Farber,97,United States,New York,Chemicals,Manufacturing,United States,,True,M,New York
1400,Finance & Investments,J. Christopher Flowers,65,United States,Palm Beach,Investments,Finance & Investments,United States,J.C. Flowers & Co. LLC,True,M,Florida
1400,Fashion & Retail,Reinold Geiger,75,Switzerland,Geneva,Beauty products,Fashion & Retail,Austria,,True,M,
1400,Technology,Ali Ghodsi,44,United States,San Francisco,Data analytics,Technology,Sweden,,True,M,California
1400,Diversified,Lance Gokongwei,55,Philippines,Manila,Diversified,Diversified,Philippines,,False,M,
1400,Food & Beverage,Guan Yihong,53,China,Guangzhou,Restaurant,Food & Beverage,China,,True,M,
1400,Manufacturing,Rajinder Gupta,64,India,Ludhiana,"Textiles, paper",Manufacturing,India,,True,M,
1400,Service,Torstein Hagen,80,Switzerland,Lucerne,Cruises,Service,Norway,,True,M,
1400,Construction & Engineering,Ayman Hariri,44,France,Paris,"Construction, investments",Construction & Engineering,Lebanon,,False,M,
1400,Finance & Investments,Alfredo Harp Helu & family,79,Mexico,Mexico City,"Banking, investments",Finance & Investments,Mexico,,True,M,
1400,Automotive,He Xiaopeng,45,China,Guangzhou,Electric vehicles,Automotive,China,,True,M,
1400,Fashion & Retail,Christoph Henkel,65,United Kingdom,London,Consumer goods,Fashion & Retail,Germany,,False,M,
1400,Fashion & Retail,Daniel Hirschfeld,81,United States,Kearney,Fashion retail,Fashion & Retail,United States,,False,M,Nebraska
1400,Technology,Drew Houston,40,United States,Austin,Cloud storage service,Technology,United States,Dropbox,True,M,Texas
1400,Manufacturing,Huang Jinxiang & family,58,China,Xuancheng,Chemicals,Manufacturing,China,,True,M,
1400,Manufacturing,Rameshchandra Jain,74,India,Mumbai,Textiles,Manufacturing,India,,True,M,
1400,Healthcare,Ke Zunhong & family,68,China,Chengdu,Pharmaceuticals,Healthcare,China,,True,M,
1400,Media & Entertainment,Kim Taek-jin,56,South Korea,Seoul,Online games,Media & Entertainment,South Korea,NCSOFT Corporation,True,M,
1400,Real Estate,Koh Wee Meng,59,Singapore,Singapore,"Real estate, hotels",Real Estate,Singapore,,True,M,
1400,Manufacturing,Sergei Kolesnikov,51,Russia,Moscow,Building materials,Manufacturing,Russia,,True,M,
1400,Finance & Investments,Hemendra Kothari,76,India,Mumbai,Financial services,Finance & Investments,India,,False,M,
1400,Finance & Investments,Sebastian Kulczyk,42,Switzerland,,Diversified,Finance & Investments,Poland,,False,M,
1400,Real Estate,Kwee Liong Keng,77,Singapore,Singapore,Real estate,Real Estate,Singapore,,False,M,
1400,Real Estate,Kwee Liong Phing,65,Singapore,Singapore,Real estate,Real Estate,Singapore,,False,M,
1400,Real Estate,Kwee Liong Seen,70,Singapore,Singapore,Real estate,Real Estate,Singapore,,False,M,
1400,Real Estate,Kwee Liong Tek,76,Singapore,Singapore,Real estate,Real Estate,Singapore,,False,M,
1400,Diversified,Kwek Leng Keow,71,Singapore,Singapore,Diversified,Diversified,Singapore,,False,M,
1400,Diversified,Kwek Leng Peck,67,Singapore,Singapore,Diversified,Diversified,Singapore,,False,M,
1400,Real Estate,Raymond Kwok,69,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,False,M,
1400,Diversified,Lee Ho-jin,60,South Korea,Seoul,Diversified,Diversified,South Korea,Taekwang Industrial,False,M,
1400,Finance & Investments,Michael Lee-Chin,72,Canada,Burlington,Mutual funds,Finance & Investments,Canada,,True,M,
1400,Service,Manfredi Lefebvre d'Ovidio & family,69,Monaco,Monte Carlo,Cruises,Service,Italy,,False,M,
1400,Fashion & Retail,Bernard Lewis & family,97,United Kingdom,London,Fashion retailer,Fashion & Retail,United Kingdom,,True,M,
1400,Metals & Mining,Li Jinyang,65,China,Chifeng,Mining,Metals & Mining,China,,False,F,
1400,Automotive,William Li,48,China,Beijing,Electric vehicles,Automotive,China,,True,M,
1400,Manufacturing,Jenny Lindén Urnes,52,Sweden,Helsingborg,Powdered metal,Manufacturing,Sweden,,False,F,
1400,Healthcare,Liu Fangyi,53,China,Shanghai,Medical equipment,Healthcare,China,,True,M,
1400,Technology,K.C. Liu,69,Taiwan,Taipei,Manufacturing,Technology,Taiwan,,True,M,
1400,Manufacturing,Liu Ming Chung,60,Hong Kong,Hong Kong,Paper,Manufacturing,Brazil,,True,M,
1400,Metals & Mining,Anatoly Lomakin,70,Russia,Moscow,Investments,Metals & Mining,Russia,,True,M,
1400,Food & Beverage,Brandt Louie,79,Canada,Vancouver,Drugstores,Food & Beverage,Canada,,False,M,
1400,Diversified,Lucia Maggi & family,90,Brazil,Rondonopolis,Agribusiness,Diversified,Brazil,,True,F,
1400,Media & Entertainment,Gary Magness,69,United States,Denver,"Cable TV, investments",Media & Entertainment,United States,,False,M,Colorado
1400,Technology,Mao Lixiang & family,82,China,Ningbo,Cooking appliances,Technology,China,,True,M,
1400,Manufacturing,David McMurtry,82,United Kingdom,Wotton-under-Edge,Manufacturing,Manufacturing,United Kingdom,,True,M,
1400,Manufacturing,Deepak Mehta,66,India,Vadodara,Chemicals,Manufacturing,India,,False,M,
1400,Real Estate,Miao Shouliang,68,China,Shenzhen,Real estate,Real Estate,China,,True,M,
1400,Healthcare,Miao Yongjun,55,China,Zhengzhou,Clinical diagnostics,Healthcare,China,,True,M,
1400,Real Estate,Yoshiko Mori,82,Japan,Tokyo,Real estate,Real Estate,Japan,,False,F,
1400,Technology,Marius Nacht,57,Israel,Tel Aviv,Software,Technology,Israel,,True,M,
1400,Healthcare,Tadako Nakatani,65,Japan,Kobe,Medical diagnostic equipment,Healthcare,Japan,,False,F,
1400,Metals & Mining,Vadim Novinsky,59,Ukraine,Kiev,Steel,Metals & Mining,Ukraine,,True,M,
1400,Finance & Investments,Niti Osathanugrah,49,Thailand,Bangkok,"Energy drinks,investments",Finance & Investments,Thailand,,False,M,
1400,Finance & Investments,Gretel Packer,57,Australia,Sydney,Investments,Finance & Investments,Australia,,False,F,
1400,Manufacturing,Pan Longquan,58,China,Nanjing,Manufacturing,Manufacturing,China,,True,M,
1400,Real Estate,Pan Shiyi,60,China,Beijing,Real estate,Real Estate,China,,True,M,
1400,Healthcare,David Paul,56,United States,Audubon,Medical devices,Healthcare,United States,Globus Medical,True,M,Pennsylvania
1400,Fashion & Retail,Tom Persson,38,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,,False,M,
1400,Automotive,Qian Jinghong,50,China,Wuxi,Electric scooters,Automotive,China,,True,F,
1400,Manufacturing,Qin Long,57,China,Qingdao,Tire,Manufacturing,China,,True,M,
1400,Healthcare,M.Satyanarayana Reddy,65,India,Hyderabad,Pharmaceuticals,Healthcare,India,,True,M,
1400,Diversified,Mochtar Riady & family,93,Indonesia,Jakarta,Diversified,Diversified,Indonesia,,True,M,
1400,Fashion & Retail,Rihanna,35,United States,Los Angeles,"Music, cosmetics",Fashion & Retail,Barbados,,True,F,California
1400,Construction & Engineering,Boris Rotenberg,66,Russia,Moscow,"Construction, pipes, chemicals",Construction & Engineering,Russia,,True,M,
1400,Real Estate,Subhash Runwal,79,India,Mumbai,Real estate,Real Estate,India,,True,M,
1400,Manufacturing,Igor Rybakov,50,Russia,Moscow,Building materials,Manufacturing,Russia,,True,M,
1400,Healthcare,Carlos Sanchez,61,Brazil,Santo Andre,Generic drugs,Healthcare,Brazil,,False,M,
1400,Real Estate,Martin Selig,85,United States,Seattle,Real estate,Real Estate,United States,,True,M,Washington
1400,Energy,Airat Shaimiev,61,Russia,Kazan,"Refinery, chemicals",Energy,Russia,,True,M,
1400,Energy,Radik Shaimiev,58,Russia,Kazan,"Refinery, chemicals",Energy,Russia,,True,M,
1400,Fashion & Retail,Nobutoshi Shimamura,97,Japan,Saitama,Retail,Fashion & Retail,Japan,,True,M,
1400,Technology,Jared Smith,48,United States,Provo,Cloud computing,Technology,United States,,True,M,Utah
1400,Fashion & Retail,Charlotte Soderstrom,46,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,,False,F,
1400,Healthcare,Anand Surana,52,India,Bangalore,Pharmaceuticals,Healthcare,India,,False,M,
1400,Healthcare,Dilip Surana,57,India,Bangalore,Pharmaceuticals,Healthcare,India,,False,M,
1400,Finance & Investments,Wilma Tisch,95,United States,New York,Diversified,Finance & Investments,United States,,False,F,New York
1400,Technology,Jianyi Wang,60,China,Hangzhou,Fiber optic cables,Technology,China,,True,M,
1400,Logistics,Wang Jilei,58,China,Shanghai,Logistics,Logistics,China,,True,M,
1400,Manufacturing,Shuifu Wang,68,China,Hangzhou,Manufacturing,Manufacturing,China,,True,M,
1400,Manufacturing,Wang Yanqing & family,76,China,Weihai,Carbon fiber products,Manufacturing,China,,False,F,
1400,Metals & Mining,Wang Zelong,26,China,Jiaozuo,Chemicals,Metals & Mining,China,,False,M,
1400,Manufacturing,Werner O. Weber,84,Switzerland,Zurich,Electronic components,Manufacturing,Switzerland,,True,M,
1400,Manufacturing,Anne Werninghaus,37,Brazil,Joinville,Industrial machinery,Manufacturing,Brazil,,False,F,
1400,Finance & Investments,"Alfred West, Jr.",80,United States,Paoli,Money management,Finance & Investments,United States,,True,M,Pennsylvania
1400,Manufacturing,Bo Wu,68,China,Nanjing,Machinery,Manufacturing,China,,True,M,
1400,Manufacturing,Wu Chaoqun,53,China,Meishan,Chemicals,Manufacturing,China,,True,M,
1400,Technology,Swift Xie,43,China,Shenzhen,Drones,Technology,China,DJI Technology Co.,True,M,
1400,Manufacturing,Xu Guozhong & family,59,China,Changzhou,Motors,Manufacturing,China,,True,M,
1400,Food & Beverage,Yao Kuizhang,58,China,Hengshui,Beverages,Food & Beverage,China,,True,M,
1400,Real Estate,Yu Peidi,63,China,Shanghai,Real estate,Real Estate,Hong Kong,,True,M,
1400,Healthcare,Yuan Liping,52,China,Shenzhen,Pharmaceuticals,Healthcare,Canada,,False,F,
1400,Manufacturing,Zhang Chuanwei & family,60,China,Zhongshan,Machinery,Manufacturing,China,,True,M,
1400,Real Estate,Zhang Keqiang,62,China,Guangzhou,Real estate,Real Estate,China,,True,M,
1400,Real Estate,Zhang Xin,57,China,Beijing,Real estate,Real Estate,China,SOHO China,True,F,
